0, 8
1, 5
2, 4
3, 3
4, 1
5, 8
6, 8
7, 1
8, 7
9, 7
10, 3
11, 6
12, 4
13, 6
14, 15
15, 19
16, 8
17, 14
18, 7
19, 2
20, 8
21, 16
22, 4
23, 11
24, 13
25, 22
26, 10
27, 12
28, 21
29, 1
30, 5
31, 11
32, 10
33, 6
34, 10
35, 23
36, 5
37, 25
38, 2
39, 1
40, 3
41, 29
42, 1
43, 16
44, 1
45, 14
46, 13
47, 26
48, 6
49, 3
50, 12
51, 9
52, 12
53, 2
54, 29
55, 12
56, 32
57, 5
58, 1
59, 2
60, 1
61, 7
62, 5
63, 6
64, 1
65, 3
66, 6
67, 5
68, 13
69, 14
70, 11
71, 21
72, 81
73, 4
74, 17
75, 10
76, 6
77, 4
78, 6
79, 1
80, 18
81, 3
82, 8
83, 16
84, 1
85, 11
86, 3
87, 3
88, 4
89, 20
90, 6
91, 15
92, 16
93, 18
94, 5
95, 22
96, 7
97, 6
98, 2
99, 17
100, 6
101, 19
102, 5
103, 3
104, 2
105, 1
106, 3
107, 19
108, 7
109, 27
110, 12
111, 13
112, 12
113, 4
114, 11
115, 5
116, 2
117, 3
118, 12
119, 9
120, 1
121, 2
122, 8
123, 5
124, 16
125, 8
126, 6
127, 5
128, 15
129, 24
130, 3
131, 7
132, 10
133, 1
134, 3
135, 3
136, 1
137, 1
138, 3
139, 20
140, 8
141, 14
142, 13
143, 7
144, 15
145, 4
146, 7
147, 14
148, 8
149, 41
150, 3
151, 17
152, 9
153, 3
154, 2
155, 1
156, 11
157, 28
158, 13
159, 3
160, 11
161, 2
162, 10
163, 8
164, 14
165, 17
166, 27
167, 16
168, 5
169, 21
170, 17
171, 10
172, 11
173, 5
174, 5
175, 13
176, 10
177, 13
178, 9
179, 3
180, 26
181, 28
182, 31
183, 54
184, 4
185, 2
186, 1
187, 4
188, 11
189, 9
190, 17
191, 6
192, 24
193, 11
194, 10
195, 9
196, 23
197, 2
198, 7
199, 10
200, 17
201, 5
202, 13
203, 14
204, 6
205, 16
206, 2
207, 8
208, 18
209, 11
210, 14
211, 6
212, 24
213, 7
214, 6
215, 3
216, 1
217, 5
218, 2
219, 18
220, 12
221, 1
222, 11
223, 11
224, 3
225, 9
226, 8
227, 1
228, 1
229, 13
230, 5
231, 6
232, 11
233, 4
234, 4
235, 7
236, 23
237, 21
238, 7
239, 6
240, 4
241, 1
242, 5
243, 2
244, 1
245, 4
246, 7
247, 44
248, 6
249, 9
250, 1
251, 8
252, 23
253, 5
254, 5
255, 2
256, 8
257, 3
258, 18
259, 6
260, 16
261, 2
262, 1
263, 2
264, 7
265, 3
266, 13
267, 14
268, 11
269, 13
270, 15
271, 10
272, 1
273, 7
274, 7
275, 29
276, 5
277, 3
278, 4
279, 21
280, 2
281, 16
282, 2
283, 21
284, 7
285, 7
286, 4
287, 6
288, 5
289, 10
290, 1
291, 1
292, 4
293, 2
294, 13
295, 4
296, 25
297, 1
298, 3
299, 11
300, 4
301, 7
302, 23
303, 12
304, 1
305, 18
306, 2
307, 22
308, 10
309, 15
310, 3
311, 1
312, 5
313, 5
314, 13
315, 16
316, 8
317, 1
318, 11
319, 1
320, 1
321, 2
322, 12
323, 1
324, 5
325, 9
326, 16
327, 2
328, 4
329, 18
330, 29
331, 13
332, 4
333, 4
334, 4
335, 16
336, 5
337, 32
338, 2
339, 17
340, 4
341, 3
342, 8
343, 22
344, 3
345, 5
346, 20
347, 6
348, 19
349, 20
350, 52
351, 5
352, 28
353, 1
354, 2
355, 9
356, 3
357, 24
358, 14
359, 2
360, 5
361, 6
362, 38
363, 17
364, 14
365, 2
366, 17
367, 4
368, 6
369, 46
370, 3
371, 17
372, 30
373, 2
374, 8
375, 8
376, 22
377, 13
378, 1
379, 2
380, 30
381, 1
382, 2
383, 7
384, 9
385, 2
386, 2
387, 12
388, 4
389, 1
390, 18
391, 16
392, 4
393, 19
394, 11
395, 3
396, 4
397, 14
398, 5
399, 7
400, 30
401, 31
402, 5
403, 4
404, 27
405, 9
406, 2
407, 24
408, 16
409, 2
410, 1
411, 2
412, 8
413, 39
414, 8
415, 20
416, 13
417, 1
418, 17
419, 22
420, 8
421, 27
422, 7
423, 2
424, 4
425, 4
426, 12
427, 9
428, 8
429, 15
430, 7
431, 16
432, 1
433, 3
434, 8
435, 8
436, 21
437, 7
438, 14
439, 13
440, 2
441, 6
442, 3
443, 11
444, 1
445, 11
446, 7
447, 1
448, 7
449, 22
450, 8
451, 7
452, 1
453, 11
454, 2
455, 9
456, 1
457, 10
458, 3
459, 19
460, 3
461, 12
462, 2
463, 22
464, 19
465, 1
466, 14
467, 26
468, 24
469, 6
470, 3
471, 6
472, 4
473, 28
474, 1
475, 5
476, 4
477, 12
478, 40
479, 6
480, 36
481, 29
482, 1
483, 2
484, 5
485, 1
486, 9
487, 3
488, 3
489, 1
490, 3
491, 12
492, 3
493, 2
494, 1
495, 21
496, 3
497, 1
498, 10
499, 54
500, 4
501, 16
502, 20
503, 4
504, 6
505, 5
506, 20
507, 8
508, 12
509, 3
510, 7
511, 4
512, 19
513, 4
514, 2
515, 3
516, 5
517, 1
518, 8
519, 13
520, 2
521, 2
522, 13
523, 17
524, 22
525, 27
526, 1
527, 1
528, 6
529, 2
530, 6
531, 15
532, 4
533, 41
534, 1
535, 11
536, 17
537, 3
538, 10
539, 8
540, 20
541, 16
542, 2
543, 12
544, 5
545, 7
546, 4
547, 7
548, 4
549, 7
550, 56
551, 14
552, 1
553, 15
554, 2
555, 11
556, 15
