attempt, points, estimate
27, 1200, 11.64
28, 1200, 12.64
29, 1200, 11.44
30, 1200, 12.18
31, 1200, 11.66
32, 1200, 12.14
33, 1200, 12.02
34, 1200, 11.78
35, 1200, 12.36
36, 1200, 11.76
37, 1200, 12.18
38, 1200, 11.74
39, 1200, 11.72
40, 1200, 11.72
41, 1200, 12.3
42, 1200, 11
43, 1200, 11.32
44, 1200, 11.94
45, 1200, 12
46, 1200, 11.94
47, 1200, 12.22
48, 1200, 12.22
49, 1200, 11.94
50, 1200, 11.94
1, 1250, 12.1728
2, 1250, 12.0576
3, 1250, 12.192
4, 1250, 12.0384
5, 1250, 11.6352
6, 1250, 12.1728
7, 1250, 11.8272
8, 1250, 11.9616
9, 1250, 11.904
10, 1250, 11.7888
11, 1250, 11.7696
12, 1250, 12.4032
13, 1250, 11.4624
14, 1250, 12.5568
15, 1250, 11.7888
16, 1250, 12.576
17, 1250, 11.6352
18, 1250, 11.9424
19, 1250, 11.904
20, 1250, 11.4048
21, 1250, 12.2112
22, 1250, 12.288
23, 1250, 11.3856
24, 1250, 11.2896
25, 1250, 12.7296
26, 1250, 12.2688
27, 1250, 12.3072
28, 1250, 12.4032
29, 1250, 12.2688
30, 1250, 11.3472
31, 1250, 11.712
32, 1250, 11.808
33, 1250, 11.9424
34, 1250, 12.6336
35, 1250, 12.192
36, 1250, 12.3264
37, 1250, 12.0576
38, 1250, 11.4048
39, 1250, 12.4032
40, 1250, 11.8464
41, 1250, 12.3264
42, 1250, 12.0384
43, 1250, 12.0576
44, 1250, 12.3072
45, 1250, 12.1152
46, 1250, 11.5968
47, 1250, 12.2688
48, 1250, 11.4432
49, 1250, 11.8656
50, 1250, 12.1536
1, 1300, 12.516923076923076
2, 1300, 11.39076923076923
3, 1300, 11.76
4, 1300, 12.092307692307692
5, 1300, 11.464615384615385
6, 1300, 11.88923076923077
7, 1300, 12.221538461538461
8, 1300, 11.944615384615384
9, 1300, 11.50153846153846
10, 1300, 11.907692307692308
11, 1300, 11.723076923076922
12, 1300, 12.203076923076923
13, 1300, 11.538461538461538
14, 1300, 12.424615384615384
15, 1300, 12.018461538461539
16, 1300, 12.221538461538461
17, 1300, 12.12923076923077
18, 1300, 11.316923076923077
19, 1300, 11.815384615384616
20, 1300, 12.018461538461539
21, 1300, 12.073846153846153
22, 1300, 11.686153846153847
23, 1300, 11.87076923076923
24, 1300, 12.166153846153847
25, 1300, 12
26, 1300, 11.981538461538461
27, 1300, 12.073846153846153
28, 1300, 12.036923076923078
29, 1300, 12.258461538461539
30, 1300, 11.612307692307692
31, 1300, 11.63076923076923
32, 1300, 12.166153846153847
33, 1300, 11.372307692307693
34, 1300, 12.48
35, 1300, 12.683076923076923
36, 1300, 12.258461538461539
37, 1300, 12.350769230769231
38, 1300, 12.147692307692308
39, 1300, 12
40, 1300, 12.092307692307692
41, 1300, 11.907692307692308
42, 1300, 12.11076923076923
43, 1300, 12.60923076923077
44, 1300, 12.11076923076923
45, 1300, 11.981538461538461
46, 1300, 12.276923076923078
47, 1300, 11.686153846153847
48, 1300, 11.833846153846153
49, 1300, 11.52
50, 1300, 12
1, 1350, 12.177777777777777
2, 1350, 12.106666666666667
3, 1350, 12.337777777777777
4, 1350, 12.053333333333333
5, 1350, 12.355555555555556
6, 1350, 11.466666666666667
7, 1350, 12.302222222222222
8, 1350, 11.822222222222223
9, 1350, 11.964444444444444
10, 1350, 11.733333333333333
11, 1350, 11.768888888888888
12, 1350, 11.644444444444444
13, 1350, 11.573333333333334
14, 1350, 12.124444444444444
15, 1350, 12.017777777777777
16, 1350, 11.662222222222223
17, 1350, 12.213333333333333
18, 1350, 11.946666666666667
19, 1350, 11.822222222222223
20, 1350, 12.426666666666666
21, 1350, 11.715555555555556
22, 1350, 12.053333333333333
23, 1350, 12.017777777777777
24, 1350, 12.32
25, 1350, 11.84
26, 1350, 11.751111111111111
27, 1350, 12.32
28, 1350, 11.928888888888888
29, 1350, 12.373333333333333
30, 1350, 12.142222222222221
31, 1350, 11.715555555555556
32, 1350, 12.533333333333333
33, 1350, 12.408888888888889
34, 1350, 12.124444444444444
35, 1350, 12.231111111111112
36, 1350, 12.035555555555556
37, 1350, 11.911111111111111
38, 1350, 12.284444444444444
39, 1350, 12.302222222222222
40, 1350, 11.733333333333333
41, 1350, 12.088888888888889
42, 1350, 11.928888888888888
43, 1350, 11.768888888888888
44, 1350, 11.573333333333334
45, 1350, 12.444444444444445
46, 1350, 12.515555555555556
47, 1350, 12.231111111111112
48, 1350, 11.857777777777779
49, 1350, 11.502222222222223
50, 1350, 12
1, 1400, 12.257142857142858
2, 1400, 12.154285714285715
3, 1400, 11.794285714285714
4, 1400, 12.051428571428572
5, 1400, 11.897142857142857
6, 1400, 11.948571428571428
7, 1400, 11.93142857142857
8, 1400, 11.948571428571428
9, 1400, 12.308571428571428
10, 1400, 12.188571428571429
11, 1400, 11.862857142857143
12, 1400, 12.154285714285715
13, 1400, 12.274285714285714
14, 1400, 12.325714285714286
15, 1400, 11.93142857142857
16, 1400, 12.017142857142858
17, 1400, 11.794285714285714
18, 1400, 12.411428571428571
19, 1400, 12.342857142857143
20, 1400, 11.708571428571428
21, 1400, 11.674285714285714
22, 1400, 11.794285714285714
23, 1400, 11.93142857142857
24, 1400, 12.188571428571429
25, 1400, 11.725714285714286
26, 1400, 12.085714285714285
27, 1400, 11.794285714285714
28, 1400, 12.308571428571428
29, 1400, 12.377142857142857
30, 1400, 12.274285714285714
31, 1400, 12.428571428571429
32, 1400, 11.914285714285715
33, 1400, 11.794285714285714
34, 1400, 11.914285714285715
35, 1400, 12.342857142857143
36, 1400, 11.725714285714286
37, 1400, 12.205714285714286
38, 1400, 12.394285714285715
39, 1400, 12.685714285714285
40, 1400, 12.308571428571428
41, 1400, 11.485714285714286
42, 1400, 11.948571428571428
43, 1400, 12
44, 1400, 12.222857142857142
45, 1400, 12.462857142857143
46, 1400, 12.445714285714285
47, 1400, 11.742857142857142
48, 1400, 11.948571428571428
49, 1400, 12.17142857142857
50, 1400, 11.674285714285714
1, 1450, 11.933793103448275
2, 1450, 12.48
3, 1450, 11.83448275862069
4, 1450, 11.950344827586207
5, 1450, 11.751724137931035
6, 1450, 12.397241379310344
7, 1450, 11.255172413793103
8, 1450, 12.860689655172413
9, 1450, 12.678620689655173
10, 1450, 11.155862068965517
11, 1450, 11.900689655172414
12, 1450, 11.950344827586207
13, 1450, 11.768275862068965
14, 1450, 11.81793103448276
15, 1450, 11.950344827586207
16, 1450, 11.652413793103449
17, 1450, 12.016551724137932
18, 1450, 12.198620689655172
19, 1450, 11.68551724137931
20, 1450, 11.652413793103449
21, 1450, 11.784827586206896
22, 1450, 11.768275862068965
23, 1450, 12.033103448275861
24, 1450, 11.867586206896553
25, 1450, 11.983448275862068
26, 1450, 11.950344827586207
27, 1450, 12.413793103448276
28, 1450, 11.586206896551724
29, 1450, 12.231724137931035
30, 1450, 12.18206896551724
31, 1450, 11.884137931034482
32, 1450, 12.463448275862069
33, 1450, 12.082758620689654
34, 1450, 11.553103448275863
35, 1450, 12.082758620689654
36, 1450, 11.702068965517242
37, 1450, 12.198620689655172
38, 1450, 12.099310344827586
39, 1450, 11.966896551724139
40, 1450, 12.910344827586206
41, 1450, 12.115862068965518
42, 1450, 11.602758620689656
43, 1450, 12.16551724137931
44, 1450, 12.678620689655173
45, 1450, 11.718620689655172
46, 1450, 12.016551724137932
47, 1450, 11.404137931034482
48, 1450, 11.486896551724138
49, 1450, 12.099310344827586
50, 1450, 11.851034482758621
1, 1500, 12.416
2, 1500, 11.696
3, 1500, 11.872
4, 1500, 11.872
5, 1500, 11.856
6, 1500, 11.92
7, 1500, 12.144
8, 1500, 11.472
9, 1500, 11.904
10, 1500, 11.504
11, 1500, 12.384
12, 1500, 12.24
13, 1500, 12.512
14, 1500, 12.432
15, 1500, 12.016
16, 1500, 12.416
17, 1500, 12.256
18, 1500, 12.288
19, 1500, 11.824
20, 1500, 11.952
21, 1500, 12
22, 1500, 12.128
23, 1500, 11.952
24, 1500, 11.888
25, 1500, 12.048
26, 1500, 11.504
27, 1500, 12.208
28, 1500, 12.192
29, 1500, 12.416
30, 1500, 11.472
31, 1500, 12.56
32, 1500, 12.336
33, 1500, 11.936
34, 1500, 12.336
35, 1500, 11.344
36, 1500, 11.744
37, 1500, 11.456
38, 1500, 11.584
39, 1500, 11.792
40, 1500, 11.712
41, 1500, 12.064
42, 1500, 11.632
43, 1500, 11.904
44, 1500, 12.208
45, 1500, 12.272
46, 1500, 12.208
47, 1500, 12.352
48, 1500, 12.224
49, 1500, 11.28
50, 1500, 12.272
1, 1550, 11.643870967741936
2, 1550, 12.294193548387097
3, 1550, 11.798709677419355
4, 1550, 12.030967741935484
5, 1550, 11.736774193548387
6, 1550, 11.628387096774194
7, 1550, 12.387096774193548
8, 1550, 11.736774193548387
9, 1550, 12.170322580645161
10, 1550, 12.123870967741935
11, 1550, 11.891612903225807
12, 1550, 12.526451612903227
13, 1550, 12.139354838709677
14, 1550, 11.396129032258065
15, 1550, 12.340645161290322
16, 1550, 12.07741935483871
17, 1550, 11.705806451612903
18, 1550, 12.015483870967742
19, 1550, 11.581935483870968
20, 1550, 12.108387096774193
21, 1550, 12.23225806451613
22, 1550, 12.278709677419355
23, 1550, 11.581935483870968
24, 1550, 11.396129032258065
25, 1550, 11.736774193548387
26, 1550, 12.07741935483871
27, 1550, 12.247741935483871
28, 1550, 12.170322580645161
29, 1550, 11.891612903225807
30, 1550, 12.247741935483871
31, 1550, 11.829677419354839
32, 1550, 11.752258064516129
33, 1550, 11.92258064516129
34, 1550, 12.495483870967742
35, 1550, 11.829677419354839
36, 1550, 11.59741935483871
37, 1550, 12.046451612903226
38, 1550, 11.798709677419355
39, 1550, 12.23225806451613
40, 1550, 12.201290322580645
41, 1550, 11.783225806451613
42, 1550, 11.845161290322581
43, 1550, 12.015483870967742
44, 1550, 11.984516129032258
45, 1550, 11.67483870967742
46, 1550, 12.263225806451613
47, 1550, 11.969032258064516
48, 1550, 11.907096774193548
49, 1550, 12.139354838709677
50, 1550, 12
1, 1600, 12.105
2, 1600, 11.835
3, 1600, 12.585
4, 1600, 12.285
5, 1600, 12.3
6, 1600, 11.7
7, 1600, 11.55
8, 1600, 12.075
9, 1600, 12.12
10, 1600, 12.45
11, 1600, 11.91
12, 1600, 12.33
13, 1600, 11.88
14, 1600, 11.97
15, 1600, 11.865
16, 1600, 11.97
17, 1600, 12.21
18, 1600, 12.42
19, 1600, 12.21
20, 1600, 12.495
21, 1600, 12.525
22, 1600, 12.33
23, 1600, 12.225
24, 1600, 12.3
25, 1600, 12.285
26, 1600, 11.94
27, 1600, 12.03
28, 1600, 11.94
29, 1600, 11.67
30, 1600, 12.435
31, 1600, 11.535
32, 1600, 12.3
33, 1600, 12.27
34, 1600, 12.075
35, 1600, 12.285
36, 1600, 12.42
37, 1600, 11.445
38, 1600, 12.705
39, 1600, 12.27
40, 1600, 12.27
41, 1600, 12.165
42, 1600, 12.045
43, 1600, 11.67
44, 1600, 11.715
45, 1600, 11.985
46, 1600, 11.775
47, 1600, 11.475
48, 1600, 11.475
49, 1600, 12.075
50, 1600, 11.61
1, 1650, 12.232727272727272
2, 1650, 11.563636363636364
3, 1650, 12.058181818181819
4, 1650, 11.694545454545455
5, 1650, 12.072727272727272
6, 1650, 12.421818181818182
7, 1650, 12.232727272727272
8, 1650, 12.232727272727272
9, 1650, 12.072727272727272
10, 1650, 12.058181818181819
11, 1650, 12.058181818181819
12, 1650, 12.64
13, 1650, 12.261818181818182
14, 1650, 12.058181818181819
15, 1650, 11.97090909090909
16, 1650, 11.912727272727272
17, 1650, 11.49090909090909
18, 1650, 11.927272727272728
19, 1650, 12.203636363636363
20, 1650, 12.32
21, 1650, 12
22, 1650, 12.218181818181819
23, 1650, 12.18909090909091
24, 1650, 12.16
25, 1650, 11.52
26, 1650, 12.450909090909091
27, 1650, 12.058181818181819
28, 1650, 11.97090909090909
29, 1650, 12.378181818181819
30, 1650, 11.985454545454546
31, 1650, 11.898181818181818
32, 1650, 12.421818181818182
33, 1650, 11.97090909090909
34, 1650, 11.68
35, 1650, 11.578181818181818
36, 1650, 11.52
37, 1650, 12.203636363636363
38, 1650, 12.087272727272728
39, 1650, 12.101818181818182
40, 1650, 12.014545454545454
41, 1650, 12.02909090909091
42, 1650, 12.058181818181819
43, 1650, 12.16
44, 1650, 11.956363636363637
45, 1650, 12.290909090909091
46, 1650, 11.84
47, 1650, 12.698181818181817
48, 1650, 11.985454545454546
49, 1650, 12.087272727272728
50, 1650, 11.97090909090909
1, 1700, 12.268235294117646
2, 1700, 12
3, 1700, 12.141176470588235
4, 1700, 11.901176470588235
5, 1700, 11.618823529411765
6, 1700, 12.310588235294118
7, 1700, 11.689411764705882
8, 1700, 11.576470588235294
9, 1700, 12.141176470588235
10, 1700, 12.070588235294117
11, 1700, 11.84470588235294
12, 1700, 12.056470588235294
13, 1700, 12.32470588235294
14, 1700, 12.141176470588235
15, 1700, 11.576470588235294
16, 1700, 12.08470588235294
17, 1700, 11.76
18, 1700, 12.395294117647058
19, 1700, 12.15529411764706
20, 1700, 12.635294117647058
21, 1700, 11.802352941176471
22, 1700, 12.395294117647058
23, 1700, 12.381176470588235
24, 1700, 12.268235294117646
25, 1700, 11.858823529411765
26, 1700, 11.265882352941176
27, 1700, 11.774117647058823
28, 1700, 11.929411764705883
29, 1700, 12.15529411764706
30, 1700, 11.91529411764706
31, 1700, 12.169411764705883
32, 1700, 11.76
33, 1700, 11.802352941176471
34, 1700, 11.91529411764706
35, 1700, 12.423529411764706
36, 1700, 12.847058823529412
37, 1700, 11.91529411764706
38, 1700, 11.91529411764706
39, 1700, 11.985882352941177
40, 1700, 12
41, 1700, 11.91529411764706
42, 1700, 12.564705882352941
43, 1700, 11.67529411764706
44, 1700, 12.014117647058823
45, 1700, 11.449411764705882
46, 1700, 12.183529411764706
47, 1700, 12.607058823529412
48, 1700, 12.225882352941177
49, 1700, 11.91529411764706
50, 1700, 12.169411764705883
1, 1750, 11.574857142857143
2, 1750, 12.411428571428571
3, 1750, 11.93142857142857
4, 1750, 12.02742857142857
5, 1750, 11.986285714285714
6, 1750, 12.315428571428571
7, 1750, 11.917714285714286
8, 1750, 12.438857142857144
9, 1750, 11.945142857142857
10, 1750, 12.06857142857143
11, 1750, 11.698285714285714
12, 1750, 11.712
13, 1750, 12.150857142857143
14, 1750, 11.506285714285715
15, 1750, 12.534857142857144
16, 1750, 11.849142857142857
17, 1750, 12.150857142857143
18, 1750, 12.192
19, 1750, 12.356571428571428
20, 1750, 11.821714285714286
21, 1750, 12.21942857142857
22, 1750, 11.341714285714286
23, 1750, 11.574857142857143
24, 1750, 11.739428571428572
25, 1750, 12.041142857142857
26, 1750, 12.973714285714285
27, 1750, 11.849142857142857
28, 1750, 11.890285714285714
29, 1750, 11.794285714285714
30, 1750, 12.082285714285714
31, 1750, 12.205714285714286
32, 1750, 11.97257142857143
33, 1750, 12.384
34, 1750, 12.178285714285714
35, 1750, 11.684571428571429
36, 1750, 11.849142857142857
37, 1750, 11.766857142857143
38, 1750, 11.616
39, 1750, 11.753142857142857
40, 1750, 11.862857142857143
41, 1750, 12.082285714285714
42, 1750, 12.205714285714286
43, 1750, 11.93142857142857
44, 1750, 11.561142857142856
45, 1750, 12.274285714285714
46, 1750, 11.643428571428572
47, 1750, 12.082285714285714
48, 1750, 12.096
49, 1750, 12.315428571428571
50, 1750, 11.753142857142857
1, 1800, 12.333333333333334
2, 1800, 12.493333333333334
3, 1800, 11.8
4, 1800, 12.04
5, 1800, 12
6, 1800, 12.306666666666667
7, 1800, 12.613333333333333
8, 1800, 12.053333333333333
9, 1800, 12.266666666666667
10, 1800, 11.76
11, 1800, 12.426666666666666
12, 1800, 12.333333333333334
13, 1800, 11.653333333333334
14, 1800, 11.96
15, 1800, 11.64
16, 1800, 12.466666666666667
17, 1800, 12.24
18, 1800, 12.186666666666667
19, 1800, 11.773333333333333
20, 1800, 12.08
21, 1800, 11.986666666666666
22, 1800, 12.306666666666667
23, 1800, 11.76
24, 1800, 12.013333333333334
25, 1800, 12.106666666666667
26, 1800, 12.373333333333333
27, 1800, 11.586666666666666
28, 1800, 11.733333333333333
29, 1800, 11.84
30, 1800, 12.04
31, 1800, 11.693333333333333
32, 1800, 12.16
33, 1800, 12.786666666666667
34, 1800, 11.6
35, 1800, 11.666666666666666
36, 1800, 12.133333333333333
37, 1800, 12.186666666666667
38, 1800, 12.213333333333333
39, 1800, 11.773333333333333
40, 1800, 12.16
41, 1800, 12.546666666666667
42, 1800, 11.893333333333333
43, 1800, 12.08
44, 1800, 12.16
45, 1800, 11.893333333333333
46, 1800, 11.853333333333333
47, 1800, 11.973333333333333
48, 1800, 12.013333333333334
49, 1800, 12.626666666666667
50, 1800, 11.786666666666667
1, 1850, 11.442162162162163
2, 1850, 12.155675675675676
3, 1850, 11.922162162162163
4, 1850, 11.416216216216217
5, 1850, 11.961081081081081
6, 1850, 12.298378378378379
7, 1850, 11.662702702702703
8, 1850, 12.635675675675676
9, 1850, 12.298378378378379
10, 1850, 12.090810810810812
11, 1850, 12.86918918918919
12, 1850, 11.740540540540541
13, 1850, 11.740540540540541
14, 1850, 12.207567567567567
15, 1850, 12.272432432432433
16, 1850, 12.415135135135134
17, 1850, 12.090810810810812
18, 1850, 12.363243243243243
19, 1850, 12.155675675675676
20, 1850, 12.518918918918919
21, 1850, 11.87027027027027
22, 1850, 11.883243243243243
23, 1850, 11.831351351351351
24, 1850, 12.259459459459459
25, 1850, 11.623783783783784
26, 1850, 11.896216216216215
27, 1850, 12.155675675675676
28, 1850, 11.792432432432433
29, 1850, 11.974054054054054
30, 1850, 12.246486486486486
31, 1850, 12.12972972972973
32, 1850, 12.038918918918919
33, 1850, 12.12972972972973
34, 1850, 12.22054054054054
35, 1850, 11.935135135135136
36, 1850, 11.87027027027027
37, 1850, 11.948108108108109
38, 1850, 11.935135135135136
39, 1850, 11.558918918918918
40, 1850, 11.922162162162163
41, 1850, 12.064864864864864
42, 1850, 11.883243243243243
43, 1850, 11.987027027027027
44, 1850, 12.142702702702703
45, 1850, 11.507027027027027
46, 1850, 12.064864864864864
47, 1850, 11.922162162162163
48, 1850, 12.583783783783783
49, 1850, 12.142702702702703
50, 1850, 11.507027027027027
1, 1900, 12.606315789473685
2, 1900, 11.74736842105263
3, 1900, 11.507368421052632
4, 1900, 11.898947368421053
5, 1900, 12.15157894736842
6, 1900, 11.646315789473684
7, 1900, 11.709473684210526
8, 1900, 12.745263157894737
9, 1900, 11.722105263157895
10, 1900, 12.265263157894736
11, 1900, 11.898947368421053
12, 1900, 11.59578947368421
13, 1900, 12.366315789473685
14, 1900, 11.936842105263159
15, 1900, 11.381052631578948
16, 1900, 12.16421052631579
17, 1900, 11.873684210526315
18, 1900, 12.050526315789474
19, 1900, 12.24
20, 1900, 12.429473684210526
21, 1900, 12.631578947368421
22, 1900, 11.974736842105264
23, 1900, 12.037894736842105
24, 1900, 12.353684210526316
25, 1900, 12
26, 1900, 12.202105263157895
27, 1900, 11.962105263157895
28, 1900, 12.07578947368421
29, 1900, 11.91157894736842
30, 1900, 12.429473684210526
31, 1900, 11.772631578947369
32, 1900, 11.974736842105264
33, 1900, 11.987368421052631
34, 1900, 12
35, 1900, 12.138947368421052
36, 1900, 11.545263157894738
37, 1900, 12.277894736842105
38, 1900, 12.025263157894736
39, 1900, 11.658947368421053
40, 1900, 11.974736842105264
41, 1900, 11.962105263157895
42, 1900, 11.810526315789474
43, 1900, 11.861052631578948
44, 1900, 12.31578947368421
45, 1900, 12
46, 1900, 12.138947368421052
47, 1900, 11.646315789473684
48, 1900, 12.32842105263158
49, 1900, 11.658947368421053
50, 1900, 11.861052631578948
1, 1950, 12.061538461538461
2, 1950, 11.31076923076923
3, 1950, 12.123076923076923
4, 1950, 11.975384615384616
5, 1950, 11.593846153846155
6, 1950, 12.258461538461539
7, 1950, 12.233846153846153
8, 1950, 11.88923076923077
9, 1950, 11.766153846153847
10, 1950, 11.963076923076922
11, 1950, 12.024615384615384
12, 1950, 11.655384615384616
13, 1950, 12.135384615384615
14, 1950, 11.79076923076923
15, 1950, 11.963076923076922
16, 1950, 11.975384615384616
17, 1950, 12.406153846153845
18, 1950, 11.987692307692308
19, 1950, 12.073846153846153
20, 1950, 11.876923076923077
21, 1950, 11.753846153846155
22, 1950, 12.246153846153845
23, 1950, 12.356923076923078
24, 1950, 12.246153846153845
25, 1950, 11.901538461538461
26, 1950, 12.664615384615384
27, 1950, 11.827692307692308
28, 1950, 11.803076923076922
29, 1950, 11.864615384615385
30, 1950, 12.184615384615384
31, 1950, 11.963076923076922
32, 1950, 12.307692307692308
33, 1950, 11.815384615384616
34, 1950, 12.233846153846153
35, 1950, 12.012307692307692
36, 1950, 11.84
37, 1950, 11.544615384615385
38, 1950, 11.88923076923077
39, 1950, 11.938461538461539
40, 1950, 11.852307692307692
41, 1950, 12.307692307692308
42, 1950, 12.11076923076923
43, 1950, 11.79076923076923
44, 1950, 12.172307692307692
45, 1950, 11.778461538461539
46, 1950, 12.27076923076923
47, 1950, 12.443076923076923
48, 1950, 11.766153846153847
49, 1950, 11.95076923076923
50, 1950, 11.803076923076922
1, 2000, 11.76
2, 2000, 12.432
3, 2000, 12.012
4, 2000, 12.336
5, 2000, 12.072
6, 2000, 11.892
7, 2000, 11.952
8, 2000, 12.504
9, 2000, 11.688
10, 2000, 12.288
11, 2000, 12.24
12, 2000, 11.964
13, 2000, 11.976
14, 2000, 12.252
15, 2000, 11.952
16, 2000, 11.82
17, 2000, 11.904
18, 2000, 11.628
19, 2000, 12.312
20, 2000, 11.988
21, 2000, 11.904
22, 2000, 12.264
23, 2000, 11.652
24, 2000, 11.988
25, 2000, 11.76
26, 2000, 12.336
27, 2000, 12.396
28, 2000, 11.952
29, 2000, 11.976
30, 2000, 12.204
31, 2000, 12.24
32, 2000, 12.048
33, 2000, 11.988
34, 2000, 12.348
35, 2000, 12.156
36, 2000, 11.952
37, 2000, 11.436
38, 2000, 12.156
39, 2000, 12.204
40, 2000, 11.832
41, 2000, 12.204
42, 2000, 11.352
43, 2000, 11.916
44, 2000, 11.796
45, 2000, 12.372
46, 2000, 11.952
47, 2000, 12.48
48, 2000, 12.144
49, 2000, 12.108
50, 2000, 12.444
1, 2050, 12.30439024390244
2, 2050, 11.84780487804878
3, 2050, 12.30439024390244
4, 2050, 11.824390243902439
5, 2050, 12.128780487804878
6, 2050, 12.117073170731707
7, 2050, 11.976585365853659
8, 2050, 11.98829268292683
9, 2050, 11.812682926829268
10, 2050, 12.199024390243903
11, 2050, 11.707317073170731
12, 2050, 12.105365853658537
13, 2050, 11.906341463414634
14, 2050, 12.046829268292683
15, 2050, 11.953170731707317
16, 2050, 11.765853658536585
17, 2050, 11.637073170731707
18, 2050, 11.543414634146341
19, 2050, 11.84780487804878
20, 2050, 12
21, 2050, 11.882926829268293
22, 2050, 11.929756097560976
23, 2050, 11.578536585365853
24, 2050, 12.081951219512195
25, 2050, 11.882926829268293
26, 2050, 11.918048780487805
27, 2050, 12.081951219512195
28, 2050, 12.046829268292683
29, 2050, 12.117073170731707
30, 2050, 12.362926829268293
31, 2050, 11.953170731707317
32, 2050, 12.280975609756098
33, 2050, 12.280975609756098
34, 2050, 12.222439024390244
35, 2050, 12.070243902439024
36, 2050, 11.68390243902439
37, 2050, 12.30439024390244
38, 2050, 12.257560975609756
39, 2050, 11.707317073170731
40, 2050, 12
41, 2050, 11.976585365853659
42, 2050, 11.719024390243902
43, 2050, 11.67219512195122
44, 2050, 12.398048780487805
45, 2050, 12.117073170731707
46, 2050, 12.538536585365854
47, 2050, 12.046829268292683
48, 2050, 12.280975609756098
49, 2050, 12.175609756097561
50, 2050, 11.894634146341463
1, 2100, 12.525714285714285
2, 2100, 11.691428571428572
3, 2100, 11.52
4, 2100, 11.977142857142857
5, 2100, 12.17142857142857
6, 2100, 11.954285714285714
7, 2100, 12.285714285714286
8, 2100, 12.045714285714286
9, 2100, 12.08
10, 2100, 12.24
11, 2100, 12.148571428571428
12, 2100, 11.817142857142857
13, 2100, 11.782857142857143
14, 2100, 11.954285714285714
15, 2100, 12.08
16, 2100, 11.977142857142857
17, 2100, 12.32
18, 2100, 12.194285714285714
19, 2100, 12.342857142857143
20, 2100, 11.771428571428572
21, 2100, 11.805714285714286
22, 2100, 12.034285714285714
23, 2100, 12.468571428571428
24, 2100, 12.148571428571428
25, 2100, 11.942857142857143
26, 2100, 11.725714285714286
27, 2100, 11.82857142857143
28, 2100, 11.874285714285714
29, 2100, 11.782857142857143
30, 2100, 12.582857142857144
31, 2100, 12.285714285714286
32, 2100, 12.16
33, 2100, 12.285714285714286
34, 2100, 11.725714285714286
35, 2100, 12.057142857142857
36, 2100, 11.851428571428572
37, 2100, 11.82857142857143
38, 2100, 11.371428571428572
39, 2100, 12.17142857142857
40, 2100, 12.285714285714286
41, 2100, 12.125714285714286
42, 2100, 12.148571428571428
43, 2100, 12.274285714285714
44, 2100, 11.92
45, 2100, 11.668571428571429
46, 2100, 12.525714285714285
47, 2100, 11.542857142857143
48, 2100, 11.817142857142857
49, 2100, 12.057142857142857
50, 2100, 12.034285714285714
1, 2150, 12.346046511627907
2, 2150, 12.111627906976745
3, 2150, 11.877209302325582
4, 2150, 12.178604651162791
5, 2150, 11.988837209302325
6, 2150, 12.111627906976745
7, 2150, 12.223255813953488
8, 2150, 12.066976744186046
9, 2150, 11.832558139534884
10, 2150, 11.89953488372093
11, 2150, 11.676279069767443
12, 2150, 12.30139534883721
13, 2150, 12.111627906976745
14, 2150, 12.279069767441861
15, 2150, 12.10046511627907
16, 2150, 12.011162790697675
17, 2150, 12.435348837209302
18, 2150, 12.424186046511627
19, 2150, 11.776744186046512
20, 2150, 11.977674418604652
21, 2150, 11.687441860465116
22, 2150, 12.011162790697675
23, 2150, 12.167441860465116
24, 2150, 12.435348837209302
25, 2150, 11.765581395348837
26, 2150, 12.011162790697675
27, 2150, 12.48
28, 2150, 11.575813953488373
29, 2150, 12.267906976744186
30, 2150, 11.754418604651162
31, 2150, 11.910697674418605
32, 2150, 12.290232558139534
33, 2150, 11.933023255813954
34, 2150, 11.486511627906976
35, 2150, 12.602790697674418
36, 2150, 11.765581395348837
37, 2150, 12.089302325581395
38, 2150, 12.334883720930232
39, 2150, 12.078139534883721
40, 2150, 11.854883720930232
41, 2150, 11.776744186046512
42, 2150, 12.390697674418604
43, 2150, 12.111627906976745
44, 2150, 11.854883720930232
45, 2150, 11.966511627906977
46, 2150, 12.45767441860465
47, 2150, 12.033488372093023
48, 2150, 11.386046511627907
49, 2150, 11.765581395348837
50, 2150, 11.866046511627907
1, 2200, 11.76
2, 2200, 12.141818181818183
3, 2200, 12.010909090909092
4, 2200, 12.152727272727272
5, 2200, 11.74909090909091
6, 2200, 12
7, 2200, 11.912727272727272
8, 2200, 12.12
9, 2200, 11.901818181818182
10, 2200, 11.454545454545455
11, 2200, 11.781818181818181
12, 2200, 12.436363636363636
13, 2200, 12.152727272727272
14, 2200, 12.141818181818183
15, 2200, 11.825454545454546
16, 2200, 12
17, 2200, 11.792727272727273
18, 2200, 12.272727272727273
19, 2200, 12.098181818181818
20, 2200, 12.174545454545454
21, 2200, 12.032727272727273
22, 2200, 12.665454545454546
23, 2200, 11.967272727272727
24, 2200, 11.86909090909091
25, 2200, 11.847272727272728
26, 2200, 12.12
27, 2200, 11.825454545454546
28, 2200, 11.901818181818182
29, 2200, 12.676363636363636
30, 2200, 12.021818181818182
31, 2200, 12.218181818181819
32, 2200, 12.174545454545454
33, 2200, 12.054545454545455
34, 2200, 11.847272727272728
35, 2200, 11.956363636363637
36, 2200, 11.825454545454546
